6f8d66d1,4231b02e,a8e8d373
a41a7a87,88832723,71b6263
29c14836,9b9c13f4,a119a3fe
ecd854fd,6b555e9c,c2fe2809
48f65de8,dee5f032,1b894173
c247abdc,40be5daa,71c8c360
116d4f8b,2d98c497,1b447177
7d71280e,8da50f7a,5160c489
80de61ca,2633bf9f,896b7157
beb7cef,b2241d,df8074c9
4411d4db,e4bf5809,4f281d72
9a18b1a4,7021434d,2c573cbc
8f8f27dc,ce07e77b,d5d7690e
5ae05b38,ecc86d99,c628caf8
9e6bc2cd,e0403086,be56aa4c
fd2d6157,3a03ba18,c024e713
f5379cad,fae4de1e,8f248f81
6ae057c3,6aa24ce1,18a2a5ce
5cd5ba7,1444505f,d17ebf9d
94d490aa,f7a8b64,50bd048a
334b331f,7904d3e9,bc4092c0
448b302a,c7cf2a5b,3c98dddd
87851de1,a4c7544,f949822d
bceaf539,54161a43,f3ab0fc3
ed5c3c9f,f5e792e2,266995ea
7aef2ba2,d14de815,c43f8986
d91ffe1f,7816db9,a5331e89
9da3b494,4b4ca33,58c5194
398ea0e3,2d2caebf,481f3e8
bd89e5be,379d5634,81386419
5a7066bf,5f6d3ca4,e7cf5589
f83cb713,7dee25d3,124f5eaf
7eb6ec1c,b09cd0a3,60dd7a3d
52eda159,d7ea04d8,9b6dd036
28cad022,88a3c3d5,91c0382c
8d67f8de,53c234f6,784d1e62
250eb271,8bf776ae,98d553c2
5c7722e4,e477b687,622a64be
4d2d0900,9f7e9236,7c89ee83
c28233ba,49deae0e,f9da486f
d356aa72,419360db,4d8cc62e
601817a9,69acfdb1,d64c24d6
941a46dd,5e9e1c72,25166bd3
20a94923,3cf7a8ba,5d54ab4e
8abe00d0,8589ad03,d87da26b
1c21a3f,63493fdc,a99fd3a9
f41e7df4,3410193a,a1a70b40
89668949,6cab5729,305e880
ec887fe,6379405,72351e31
7e0fa349,db19ec60,37159091
1533cadc,f0380ffc,1b6f4991
5693e918,1fb47f58,352ea4a7
d0682b23,69d62b15,1aeef135
adbb78aa,b40e03ed,a5a21d25
cbc14bea,2f241620,c44d5cfa
ca1b82b7,f14c7fa0,ae2b8476
7e510cf7,c567c0e4,b44487c6
cbf98d1d,34a11526,54bfc1d5
2c0d2b2c,413a2361,b8b4b192
7e83e2df,38672cb5,52b736fd
e9b5b169,bc1b4f7c,5cd944b
982b8595,1f18ff9f,4cbca2ad
96b910fa,4cc8f39b,802e2b0f
26b8d6e8,b104c145,6c9893b8
6cd04921,2d49b6b,24987991
93361018,268c8d07,497999c3
2a6a83ea,531e1eb0,406e5515
4c5bf3ba,41b2bf5e,3f657fc
35a05c44,bbfdb388,d52bee59
42000e72,a3039863,67c504ec
ce3e239,57be5d32,1e68112a
1015d475,58d07fc3,fb338c10
48afbf01,4832093f,f1ddef7
142ab16a,29757573,2c2b654d
6dc12e33,93ce9373,141d7c8c
d50afc05,e56c9ae9,7310a012
d33586e0,b0187c6c,bf3d221d
5b6b4859,cf8460,984f6297
59c228f,766bc8aa,5441c73e
b536b006,d854e6a0,75cb63ec
4827055c,58f68ed,46589aac
41c1dbb8,6d69fe91,b9ad0e4d
239b5632,fa2bfce,5c3e1d2b
7ddb3daa,fb652e4c,8eff6386
b055fdb3,3b7afb72,203ebf77
cda641f,1b41815a,89c0c9bd
cd847aa,752cf51a,3b24200f
6fa263e5,ba071b68,a0b5f440
ced12578,4292f7e3,54f8352e
b9af1175,9ea0b864,2fa9ced8
89f8395e,2d31e528,e6194022
b71b50df,ad1de777,28963883
89d7ddc9,67223430,dc078beb
13c7d5b6,eb169698,48efa5a3
50c2d741,85c30da1,67167858
c31fb7ed,8ad713b4,d4c51ee4
db26259b,8a24af7d,e620d6f
2924a0a9,d3461ceb,90ccb8d3
e8336b39,eae352ae,bb415756
3649d951,3f9b4145,b12dd3e9
a8abe0ad,7be7f6c9,d1390a66
6740bbfd,975208f9,5d5a08e5
668c27e0,5ada37d,43ab870c
fe9bd48c,175ecc37,e5f6d0c3
b8361ee4,67f0e3a1,68750e77
c482b68d,ecbe2983,90dd0cdd
83c99845,b0b37549,f6117274
5f54a73f,d9e1bedc,6ac645ca
f4e03798,7a7b23f5,38d4c13e
72c0d2bc,fd171ba6,d1a92a62
340724df,7995c623,ecb2b98d
4fa7459e,41b19d08,3e248bfa
8be86f9,5148dca0,bf1e6a45
b60550b8,1dfbfae4,37db0b06
d4a8b140,79cc65e2,8fce7722
4bc46341,23160f58,3bc4e719
7cb8e91e,1bc676ee,3143b001
b3fe6f3,8ab4097e,58e19fb2
e2b20b32,2f9a32c4,4f8cb461
cf39a062,ba7e81d7,db53aadb
e0bb9caf,172f1e08,5b13e567
8307ddb5,d47faa72,4bcc9593
90ebae65,50a8224d,54dbd008
13812f19,76065944,f355ec36
2d78346d,6fc4395e,a7da6202
e6cd3d3a,f702e3db,b0a4057
8230949d,a1e44990,45eeb64a
b02f6a3b,f6bef09a,52fc78f7
d6596c51,c4f7b5e0,2f29c5ad
bc5f655a,4f31a9b4,100e1844
e58cf96e,1aba5c53,7a375f26
701891fd,3400b0db,c4ae2545
2b7f8eb2,c952c3d4,1351a043
7a5d5843,77a5bf6b,43f87772
fd1e8cf5,f7c439df,516e14eb
4d3a516d,ef1b6f64,b835e62
314579ee,b6a3087f,2cc28ae9
e081e7cf,724519b0,ad565b7d
323c74dc,135e94e,441c27e0
6e452096,6fbf4aee,6829b4d3
dfdf9579,5d2d18b9,d0b6464e
f80ec980,2e39a5e4,9faadc53
a58b03d2,d7273ea2,b360449c
3b11b203,6062b65c,8e54d93b
dcb43093,7993e572,5a1733e8
e244fd59,af4a8287,d5e77f19
d6ca5cb5,dd8b9dc4,f330f0ab
ae611dd4,ff1d1f5c,a4952ddf
bcd0b167,439434d2,d58f978c
59c37fbd,75281e97,dc0a360e
f0665b3c,b9576bb3,54df04d8
267e5f7f,b7b61a67,1fd1c374
2c617461,147e7ea,66a1eeb5
579d19df,72c64702,7d695793
3ebff3f9,34392698,88037ca0
3971282c,54b8ae31,e51aa90f
8e8e5218,ffd24320,96f93eb2
cdcbd1fa,94a796ea,989c5f46
77ddd3fe,b039cdb0,79c800a
413502d0,46c4ba9a,55dbaa34
da1a9178,f66bc470,c3e4fd38
4b24e6a3,1714191c,a0703983
be8b365f,9e39a161,fb9705f1
bb6c5d53,28959672,6bae1ec4
db5112c2,bb2ee606,18cd2fe6
2c44dab8,cec9e434,83910a0
85640009,748822f1,96703e8d
f58c4e3c,e6a9e1af,1c2d0c4c
83b8b433,45ff2571,2924af8b
74b4f62a,b72a8741,65cd95d7
77209be3,b9692512,abd44dbd
5ed24d5a,f42d5a04,a8f944
d9912d0a,9ebcded8,3af68cce
1f5b8b9a,a823f919,31a26f3
8ec23234,3d7c9be,3e63dd82
1132a376,502ae518,4a5717f1
2dd36bd4,fb493cc9,6ce9f923
437c7d9,59f0d183,1644c727
d7d24461,d9b79619,4fe835b5
15b1d192,8312f243,ab59e90d
476e0732,d444ab73,dce3c35
1701fccd,b607593b,221b4efc
285167ae,60fe88bb,c42eb17c
1771fa12,43eadbbd,850c434f
7458dfec,8bd0fb16,6a24f358
15531a0,94b89378,8486a894
94599b32,ddfec5d,1bb26b97
16019208,58963568,d65025c4
dd71bc0,f388fa37,63d292e7
9aac7a03,c0ded5f4,b37612a4
4d790ee4,74ce4dfe,ea25419e
e7360831,9bc2eb10,f3c68df2
f00b8803,b6f63d40,5591a925
bcf6b1cd,358ed0dd,88ae0137
846e667c,81a0a7c3,4c3ea96c
5bf6a179,b8f50518,56cf7a4c
d26eb771,2a73b5d8,827004c3
330982ad,638dad37,1089e6db
c384d453,2fdeb0b8,31153726
213523b7,51ac7a11,de293214
1aa1405d,c38d0160,9ec3a98c
4472cfc5,122d3396,2adb450b
a03d87d0,da29ef62,db77d050
a22a88f4,12c331d0,93d4d59a
3afdfee9,b61d4d4,d3c1339c
9e49e7ba,d4f19c0c,4c1eb8d8
b399748b,7a3fa472,c5b114e2
82cfd57e,714b7dc,6a42017
6768b7b9,6f3fd803,af69a135
a20f207f,1770e834,d8fef826
3055320c,8c5eea62,b84adf95
e46225a2,c7ec2788,68ab7bca
7afecb40,a5e8ca5e,349fd6a0
74095396,750f89e8,1a81ac1e
d846bba8,aaf8f948,d51bc885
308c15e1,db61a820,74e1bf97
2a7cb315,e9b4e153,8af13dfa
6133133b,fd1a027e,2ba30919
d494dd03,b8205fc6,e5a0dbab
9cca84fc,1c5deb2f,31dba42d
74115590,1114f23d,ba7dc1c
1e38fd14,53080e9,bf51bd49
5226d82c,cdf32e99,9e61bbd
4b9112af,364f4f54,b525c34c
444f64c0,387cb2e2,4690d930
5d58cde0,260be5bc,4cd1f9ff
8da55083,70f7ae8d,4197394d
a5030a10,55c78dad,9ad05e78
40cf4917,7f0fcc6d,1b37062a
b8e6330f,c1265720,f5382af4
7ebfeb6c,b8e82332,18f91899
707200b1,952b6b38,c141516
f7a8abb4,ab03c1d,5fe7932d
da630418,d569b275,acdafab3
5b64bcac,2b46c6b3,48fb123b
bf759530,f103ca66,52c933e3
180e4791,3834a4b3,543fac94
9a195015,3a17f51e,dc122b68
3a00ed2b,d78fd43c,44cb4483
dde20f31,cc3e40f2,642a4ea0
c53e8384,a1528144,7012737e
ded7e65b,b68d4d9,42b40cdf
55b808b,7ad9b807,f6ba21b7
21d65eae,f91bcbd1,793644cd
358624aa,beccd09c,f4eaa4d2
8886e99b,189943f8,75f0b406
bf092f1c,2aecc2f0,dd27d3c0
da8993c4,209c5da7,31e694fd
1a56f074,9824af72,9ebead96
cc83432f,ac49798f,ce5e4475
24146137,b106c925,25647f84
c7633c79,72f0d2c1,dd60fb49
b768687b,e618b300,19733602
c0b5fe78,29d63aa5,5cc61e68
8418e70c,4aed82df,6c10e4dd
38d9417c,10b37a67,16515651
47bd4c83,e3ed7bab,9ad5871b
57d57e30,db332d96,ed4e2638
8aaccbdf,97e59116,67d343e5
246c398b,c80f8404,2c35d62c
de45fb93,2847d2da,f395f1e5
64942140,58946e4b,26ccf258
6aa05d,8b4d6399,d5d739c7
f45d5cc7,6074e95d,1233f619
2cc20ee2,e85a6126,bd5bf05
cf703046,4a29bb44,7bf82b25
9f99a8c1,8ea3998b,2f0c421e
92167778,af84a9e4,705e6a95
1521d759,1687026e,83a72ad8
701c88b2,2fefa0cb,650a0929
b4839cd0,14a1f0c3,63e11855
eedd4ff8,f32c65b2,728db7fd
88d3d91,40734cf0,41b9f358
f714de3f,50407229,2161501b
fe0501d5,58a0f10a,f13ecc48
7516d4db,22f5f462,d3e800b2
8f41eaed,87d0e009,aa7a3474
e6846195,caab5b63,aa61f5f2
2886b5f1,8679b0c3,a988a84b
f5c4e2a5,125c761c,b518a86b
55203382,6a1fd3c9,69adf7d3
5f696888,133248f0,ba8db9a6
4c7d2867,fb881582,a0ad63bf
16824f34,35fbff08,1973cec1
7fd4ab87,6eed27f1,422d0e14
63c4ebc5,838202c5,9b546f03
f77bf88,6bb985f2,9678a87
9e53c797,dfe1dd9d,9c26e83f
5933f0f9,c72141a5,39b907b1
95a27db2,272d0ec,4f177500
d332ab89,9b5d6219,7ffb6ad2
8d9aa87f,d22aec24,d783eec6
c40c350a,5e4a6e35,16c888c4
86761f7f,ca95561e,f4707e4d
cc2801a0,64ce11d6,ad1a89e9
7549d729,38ea698a,4cb6fe4f
d6cb8036,d10240ea,69ec29c4
5dcb79c,67e555d2,a5cf5f6
fd2b7e12,9845b505,7e0e223
9926edfc,8539d2d8,efc7e3fc
41f1cccd,ae48ad45,f699ee53
975eb5b1,99996837,4cf4c8db
cadf771c,d09594d2,d691574
df7dbf21,42f31157,1abca948
bede975d,1bdec77,a86973ab
e0d218d7,589f00cf,53b65eb4
c4266e24,82da4b5b,cfdb8d67
a161ebdb,49ad6784,2380cdb7
321d6b6b,d08a91fd,35fc6e34
b15b4168,ab334906,f44d3f6b
20b99b34,c63e3d96,5762a0dd
abc016c,659c276f,849b9796
349b65f6,4019d75d,fb37b138
9e0c45ae,71c81da1,50ff3b58
a5dc1beb,760bf429,400deb74
74e57f8,3209781a,2d660a59
9e1ee9f9,b0790a95,154e532a
4bd55e7e,8f29d750,eedfa9f2
b2b39cd8,cf22c3fb,abe129e1
76e08e92,40f45bcd,4cd4c3dc
42ca7dc7,580598b6,9e767e78
186a2aa9,3ac174dd,102874ac
d2e63bbf,6a48d631,abb70fd7
848a7c59,a5679ff,a131bd21
f7dd5925,1ac81a26,e9e3076
fa4a381b,be56988e,82a9a725
49152622,633b191d,9667ee91
835346a0,81413b3,218ebd3a
d1d60c0b,8351cebb,f48d3b91
cf3c27e0,e8d53733,f7a2d11f
24332029,ec7379d,abbe6b1a
17f5723a,9e207a48,f1acb27f
679fbfb3,26f2417a,da2d913f
485505b6,c7a0d7e0,88539f0b
7c5ae0e2,c8fd0efe,9cfa96b
89b366a1,40ab4bd1,308c7906
935ca257,fe05e2bc,72d8e575
3ca28f19,f389a900,fd8de0d2
720be5b0,d052d79d,2733495c
aa115f4a,4d4aafe9,cc243ad3
7e88696a,f5de586b,97438c4
65bff771,41246cf8,380bf8c7
29204cee,ac5354da,d396e23b
fcbfed34,7ed1383f,a53b2c73
344e9a27,e91e346,a1471fba
66a16da9,d2de812b,ad9503d5
7119e3ac,fbb970ef,703262e8
ebf1ec49,eab9336,2048a734
aec2d047,76776c11,4d93fd9b
e6876511,3cc03e17,18e36bee
fbae0fbe,bb7247dd,2b1e75ce
5992f579,9e38b03a,727bde65
e0eba676,635b6765,4943fb0a
343a272f,97a0fb5c,5e2f20ac
5d001b63,6cd66789,500d6ab6
189b2a18,cf2a7027,751fa346
a33da831,4a3a50fc,f08ad093
d4bf0576,3a198495,b90b27be
6dcddc43,1944f368,496f5285
ced5cbfb,82d2c88b,f583fa86
d1803b1f,d18577ff,7fb93a
863a81b9,bbc5df25,c7e25209
11df2a2e,22f1def0,1671cc22
5d7914c7,59c41d78,cdb1e040
1478dcca,ee812b11,765567a3
4aa41c3d,1552d075,68c6c5c
202df0e6,b019c1d7,2e168277
a3bb70fb,53cf25de,78a96499
d9692d16,69847f49,7755928d
1dcf11cc,8d8d817e,331bbbd7
6788759b,c9d8423f,7a195bfd
14d45a64,9f651804,ab06f8e0
ddacc861,165d7bf0,92844427
56baea05,8a49b80d,4bc3fbad
491aa947,9adb133a,3740ccdf
815206ca,4ccf37c4,33ceabd1
dc683952,9674a8c0,b923dd3
1098a045,9c3d5cfe,e128b05f
dce9a1be,14fb5d18,6fda6822
b702d7ee,c1d4d2a,c7608d25
13d181ea,8ef09c4f,f7fe94c8
a2ae013,5df2be64,7004a5c8
abe0bb75,6a60f604,f24d92df
7401ef1c,6bcf65d7,378b6367
45c47690,39bfbca,e39daa2f
732faa0c,3a63b87,acbbfd41
49d79ff1,a8a3c920,3d9976ed
ea4421ed,385d8923,4d877686
70f16b29,9a2da682,2a097686
84a4fa0c,f489455d,986d2551
eb15750a,662ebd84,cc2b8e3b
301b0c50,ae3017cb,3d2a5e5b
b07c8ed3,5dd289f0,70c6a853
ea23e003,4272e50d,874e4a11
f4a71178,564928f2,203ee637
4c4c5172,b10081c0,e501314
afd6af6d,e4fcb93d,3a08fa73
8561f6a1,a0e71719,fab78501
b1a058c2,b79c7559,cbe6218c
51206f50,d6f61ca2,a8265490
20457f4c,bf65e411,317288d6
1a4830db,3474a0db,53e314b
e514b992,c2b614bd,11405429
4ec21ee8,17d2859c,f14de1c2
f49e124d,b96c091,8df965f
df6057b8,a6862f98,69ce51c
d1c234d8,93929d0c,6e8a9640
29d1e71b,2b12c343,45a4fe14
4931767b,9d19a57f,2428c470
a9d23ecd,790efee7,5c28959b
81c9f365,4f17c524,591fc7e8
d970b4fa,f8916c37,aac5f576
55f5f76,49e402e4,7ab40c7f
65dadbbd,37ce5640,58c6aae6
adb3a9ab,3d74989f,7772215b
6d61890e,83b40496,2b9da1f
11731ff5,66c19efd,39051b95
e0a13391,a9e5ba1c,e1a0eeee
daf91cf3,de3cfcff,ea321a3c
12077534,b9d80acd,28c6c7e
8c6826bc,9ba0a6f9,a538392f
b9733fc9,564a258a,ddeefee8
7d737307,e62316b0,ead5e59e
c0fe7411,b22203e2,ad3f9b7f
6fffcca7,92d5850b,5f2e82f2
43ab3c3d,467a4576,3a1ab768
4ed7d64c,93899524,33aca800
e1d930ac,be20764d,e556e47b
43ee0120,ff5b4639,7a88e487
9c78fc66,9d8ff132,c9d69423
e85a87b8,ef5b7808,a7f801cc
2ca2294c,d2f2d79c,98d16594
7d10bc7c,a8ce3901,2fa49214
c5a92aa3,c4193865,954fed18
2d9eb099,d8a6b327,ff8329b3
514f09b1,ef4077d2,364cd403
301dafb4,d84b68e,d9906600
8e9d8334,3d359057,cacc3f0a
403cd4e3,d3cbb478,d5fbf100
4bf9b840,75d88e50,c1aeaf78
c9e266fb,d51f9573,f3bfd1e8
ae6b5454,33da01e5,e3f9aaf8
dca26b45,8100c318,ada4290b
f3e973c0,6e111c58,cc8e4be4
78e1979f,1222b6eb,2aad6da4
2f618d4d,d635516e,d4781492
e534d1bd,5d293a2d,a85f959a
34552a14,dd8d3dba,d9e729d4
b78e2d4b,7ce41e6c,a20a7d3e
c83d7050,d239d92f,eb18d26b
68eb1331,3a6673f1,f4256606
705aaa8d,4219888c,9c4ea5e8
588f1c79,f02a8bed,9624954c
3b50ac15,fe50c58a,a2d7d4c
96a63ad9,8a3b2585,66c2edb9
71aeb797,13214714,f6e45157
da622729,49ef9be2,8f89cd19
bc14cf72,fc74b35f,d9f7b6ff
9379d28,4d1a277f,cacc9e14
1f5a29fc,23d46c1f,711ac375
38e0aa68,f203cf68,bec589ee
cc40acf9,9b213f7f,4824c64e
45be9f77,b90995b2,c744bb68
c1840f93,cba65d6a,1879745f
f70b5d82,467c2e08,38a7cf9c
40878290,3bc1a8f5,69126287
6b2e4f9c,1656b927,1565a968
b12d37cf,5e33f7fb,2fdb4244
53e2d3f8,e0a6feac,cec9757f
dc99aef8,b3e571d1,66080522
34f63af5,607b33c4,25949211
3f52be91,25a076d,bc689c21
8ee7cee6,2de988f3,8d5ba728
c5e7cca0,902f22aa,1220cce
11b435f8,8fdea483,40602e82
d2a0ec34,3b660090,a7764ed
d58dd1e4,7642dc31,ace20a76
3cb5e8e9,e8665b8f,6454aa34
1810837,2f28377a,6a9ef8ff
cef5b7d0,bd776d21,d3101b69
5723232c,1195c597,4e8fb06c
dbd3760d,d20ca597,9d08dba7
df024e83,4b200a94,bd213c2a
650aaac3,28ea7e36,74a21afc
ec61f5be,f3119c81,73d3822d
da8da8f9,d1c61791,e0983539
dd9a47d9,3fcda0ac,3ba04bb2
b0a018d8,b9324022,25c7a71
ebc62d7d,d475aab2,a66be9c6
d840c21c,53f7e1cd,7f773125
d9e95e4f,fbec9b81,34ca1e7a
bb5aa3f0,3aad4055,e3be4ede
6e593981,c4bc2dcb,52f39b4b
2a78b7ea,edda3b22,985ce92d
c122a068,97eeaf56,c3826210
940ee75,39e873ae,81ce2021
7151c7c2,4d01d475,fcd72dca
5fd36ead,bb645fa1,ca284159
63a58dfe,42b7db6d,35dbffd
5fe46208,f773e404,fed75a25
d49dd2ec,1b640f0b,bdb99817
270d2564,ee589b62,684c86be
79aa48dc,f0118d7b,ca09d1e
83d93726,e38947cb,d39e6a75
b697fe5c,ccf7bb0d,bd06ab3c
33b54725,fd3747ed,f2a8f730
1ff3716f,a78e4168,94c3a642
75daeeac,36fcef43,86da2b28
7ca515f2,4edbdf05,96c7a82
6bcd2c71,7ca39c22,8d582beb
4146f6d0,1b3964f1,a308d6c9
79cfa54a,9564298b,7e1da8de
93a2ad14,c7bb9b2b,64dcc88b
9bf3a23a,fc400bad,e783155e
cac76b52,6c5df253,cb82c39a
e524555f,eb824988,e08c13a
fa0361d5,95791b2,4e6115ab
c8cccb0a,c998c2d3,6235fd64
6c81ac53,4a5eba60,e102b3a6
a51ffa4a,a2e1a61b,862ad18b
a93daf18,57158c60,3d1a8dc4
78f74dd5,9e173be5,e1f8839d
9d1b68d4,1dcfd41d,fe17831d
ea779762,d54e050,f59efa61
6ab873d3,78c64bec,b1e82bec
ddee59e7,f071ca0f,eea9a378
acfc3a2d,fb977072,190d3190
297575c7,6602e6eb,3223ad52
f1258cab,f17af1a7,2e60cb8c
31b7f19f,ae6ddcda,149959b3
9fda0c20,1a6a0878,335fd4f7
22ed304d,7af5cefa,e8f6e71b
ac791e84,bef25828,400c78d8
1bc197b7,370a7cfe,d89745ba
92f980c3,99fe5526,47641555
c77e29bd,52aa67b7,85c943d8
ced9065f,c6f60b27,8d9edfd8
b0c8b567,a69494aa,55042e88
49855ff,6d02b1e1,3e772c6b
409a935c,cb487672,488a1e71
e2d01f5e,959b9cb9,239071db
9ad0dcc,a8efb3c7,c1340130
ec9b0171,acb95526,ff19b6fa
d085465f,809d41d6,88829fed
b00e6dd,55917c3c,d24c21b5
a3a44fc5,2550dc0f,98471220
c87f2e9c,9c969198,cab6b683
8c8334f3,9e990d9,548a59ad
1299518c,64e29cc3,c9e9161e
ec5cb559,8380e70b,5e9dbce3
9c5f5a64,f598bc09,d2bb4bc2
d7ef0ce7,fc627bc0,2b0d263f
a91f391d,932086b5,8c0c8c47
1b10f874,d174e35e,9125249b
e70b93b7,f5bea5fd,12c9e9c0
84f3a74c,494db74,c1c99f77
1b8878e1,7308e362,ccc8f63f
3b333192,387e0c47,e6c7f670
4fe132c8,b059af67,c8c4846c
5040879e,a3527352,372e9e1f
87fa8481,b192e6ac,a4d642b1
2736b0e,3c688c2e,5096599f
e2e5bd19,317d2675,aa360c8e
fa96f068,da0bd51b,11528863
91d9bd8e,17657305,d8f48e5d
aff3fdf4,4591d8a8,b6467fdb
b44272db,5c990003,da88426a
128af4dc,629522ef,6eff4772
43a12e8a,a13ea9bb,bfb9c5bf
2ef8bf21,da0b81ca,f6c295d3
a001939,4c0effbb,14e9ee58
916de51a,4dec5bdd,dd261061
fb6f41d4,2655f988,a21f7088
c15f17b0,933f495c,a71d2c23
189af3b1,85cd1d67,3dbc9a38
96e5d5,87ec16f6,1715ded4
7223efbf,be6fd048,c35fd7a1
c7ae2d1f,ca3295bf,c4a4eab
1a9779f9,741d4fa6,3bd163c0
f7c33f,ec12713,f75bff6e
946ef551,57bdc309,1f4fb54c
17cbbdef,c4bc6203,a8081f25
d29c237c,f6f805b3,14a73921
5de5dc04,89339e11,8aecd81b
cb3b3309,ea782115,1055e6e9
b7103cf4,8dc969cb,a213528f
f460032,86101738,a94f61ae
24461dfe,b7affa3e,cdf86fdb
afa7ee06,4a8f2437,bda35034
2af4982f,b1943831,7887e396
8a94d50,6ba2d20f,1fa2999c
3ef1e2e,a76b1106,cef57c23
64430c90,1e72ebac,e9a432ab
62813799,5a804c9e,aea435eb
97c85aaa,341b02d1,90759897
c25ee4c4,d2aae636,c875f89d
ade07841,4587dcc,7ea129b3
e0814cc2,819ea084,d90fb2fd
5d191536,43e01965,6048b406
ce17375a,f70399b8,670baf1e
e0e67fc,3837ee44,b971f88e
f2a7730c,4708d7a1,8021342
3f0d2c60,3e6b3d66,2cd986cd
1aeb7dad,d86d0432,8fd4774d
c471c5a,8dea5a77,89b2f7ef
f3451402,1084fd0b,181ed2d
5b98a488,1fa1184a,b8364700
4ae1c240,c69cb126,587b26e1
cb5c8672,67cf4e82,35e5a54b
e07b9138,73e36bc1,f3d605aa
64fe4b3d,3cbd3525,1202dc08
dbbb29f8,26304a59,86699b3d
697ba842,35ee28cf,4e0431a0
3fcbaa6c,57167c5a,5d87b45b
1c34c70,2d330253,1141a400
45ad990d,ec9e9b8c,2121c105
ff60b07b,97b06027,fa5b9c2f
8b345af7,c20ba8d,1333c3c1
53b52858,37ffd065,32ebb79d
505698e3,ddee79f8,570b0042
581f441a,ca0ffb37,83845417
ebdcf4f5,332a6f7c,74da970c
7d2eb9cc,afa678b1,c17cf643
c561dd93,37e5ef99,710deb8a
f695f3ea,bdc89c15,5d5eb378
a7095abd,211f4e37,6c391fab
d21d5a16,482dc375,d8b0cf36
137898d1,c32654ca,d10278b6
5ee5b3bf,71f08ab6,e5c28727
4ee577ba,ff6176fc,2d2603e5
73d186ac,548fb8e,d1431f40
bdfd626a,c5443529,3adf8afb
12538f78,dca48622,c6c45db6
bf5c2306,72c784ca,13118394
53daa334,3140a9e6,2628ae57
d2a1a869,b69d7d12,32cd9e9a
b711c385,fc59f6f,8ea4b6db
9f0b9fc1,e7571df4,6cb5546a
51adfbb2,b7661922,7c46f1fb
c6efb5b2,f67b9820,88be362f
11c2c42f,5f4b5869,94a99c7f
963f43c6,6a01fefc,aa38f206
6536822c,37eadc46,3d515bb7
56c17ca4,8471c503,ea09a285
f5a65ee3,8f7e379a,f7b022dd
119c14d9,84e19b93,95885521
66b4fe70,81c0d405,6b2c3a1d
455fb5e2,7cc687cb,1eacaaf4
4c864156,1f111943,660553ea
d9899eb7,c01e3b81,bd5af906
51caaa5d,f985095f,2d0fcd91
8e1a582c,d0e371ea,c732bee6
47827218,da185a55,7623fa46
45fa0cd9,461cf171,1591bfc8
f7dc4c22,333d06a2,74c21c55
41cfdda2,a9e0dd49,42a1186e
c4589368,589ffd89,9a08bca2
26e16a05,4c540565,7e38d1cc
8dede902,4771f6a5,5f6e05c6
736d2d94,7d832420,fed57e97
b7f9e070,aea64e5a,e8640a19
72f21b77,be26674,daad2738
a04aa843,ca03b995,e698dcc3
ae20e5b0,88e459b3,eb6c9ba9
e08287fb,82e703ae,a76acc0
58d6c4ce,953ae8b8,3e4f2ce
3d45e131,150d9fc7,249655aa
2a25bf94,ffd844a0,e61cc892
dd3d649a,bd9c1552,62453d36
1736bed5,7008cf69,2658139f
30404c44,fe40b6fc,34a01a4a
f63f4fda,ab8886f,49131fec
ff91592,6992afab,f298fe8c
43b38cca,6c805e2,8b36e513
788c18f7,f86be9cd,90863d4b
b5ba7d31,1d128dbe,657f0aba
da0c864e,d740594c,a824138b
c8a4275f,cbf6cffb,2007efdf
1b3e91ed,a039113b,b844d763
d61e642f,3478461f,6d250214
efbd0731,2db9937f,e3881cf8
40bd3de0,91dcc09c,906283b9
5be0bb0f,24f5835d,87becf36
72997854,1be33d35,703a3f2c
21060aef,fe5671e4,5608b211
e16dc60f,b768adb0,eddf715e
7c7f5257,e94a3cfc,42768ab9
fbcd4565,29db13ed,63c5d4df
84bd22e8,b09ae604,b9bb9f76
780b7261,e6179cec,5f18ce0a
a37d336,a5b2f656,2c4d7443
3b9dcd7e,ff9f6ced,6b9f43d7
c5c87e83,9272783e,fc32c788
2ba975b2,764c5c8d,20bc4a17
fd5644cd,be3e18fa,22e35cfc
f815b5d2,57bfd74b,f84fc0e0
594b6494,d312cf8c,36d5d386
5e0222d0,385d2e6f,cc7a444
a9901572,1e8c7867,8ab9ea7b
eff8247f,e0f915c9,fbc36271
deb1ad41,3a717b9e,e712e30e
439991ef,7df9b895,fdeadbaa
141a7742,b80d2b27,35665848
347563ba,11e56b50,f30f94b8
a1dcfc6e,38d5fec6,78865d43
3214a8db,c512ba07,11d912c7
8b4cd46,b53258b8,7087ab8e
3a7a0d57,35b062fc,b43602d5
63d83544,185de7a9,a9f28dd6
bedf858b,2dbb565d,4d207697
573ce1c9,95ba9fcd,fa3f4806
7c800d4a,1993f11,3daaedab
5284515c,9f5f7180,17b5c347
717fd10,b6da9f91,5d19ef74
25ab6f50,9c8c38ee,84ae69b4
ec87b297,807d24d7,ecc2c017
53c24387,2fef0596,2e6328b6
ebdb2441,59f7e300,2133df5b
53e05e67,f8f54d96,f407d61b
9dea7aa6,c233b770,6a7220b2
1e53e2a1,10892471,3ff1116e
3c674,4d759beb,7e4f61ab
fb74e0ed,4eaf4828,396990b0
cc50e854,769b5a02,ccb68127
c6fc1d74,9cabd855,408a93e9
